year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,sale_date,sale_time
2013,Hyundai,Accent,GLS,Sedan,Automatic,kmhct4ae5du510103,TX,41,38228,Red,Gray,enterprise vehicle exchange/dfw airport,9550,10100,2015-01-14,02:15:00
2008,Lincoln,MKX,Base,SUV,Automatic,2lmdu88cx8bj08655,NJ,34,142336,Red,Black,lucas chevrolet geo inc,6825,7800,2015-01-14,01:30:00
2011,Mini,Cooper,Base,Hatchback,Automatic,wmwsu3c55bt251326,TN,5,40203,Off-White,Black,downtown hyundai downtown subaru,10850,10000,2015-01-14,02:30:00
2013,Nissan,Maxima,3.5 S,Sedan,Automatic,1n4aa5ap3dc805785,CA,36,60791,Gray,Black,the hertz corporation,13250,14000,2015-01-14,04:30:00
2013,Nissan,Sentra,SV,Sedan,Automatic,3n1ab7ap4dl654577,NJ,38,5431,White,Black,nissan-infiniti lt,12700,11900,2015-01-14,01:30:00
2006,Nissan,Xterra,X,SUV,Automatic,5n1an08w56c561022,WI,29,161049,Red,Gray,jpmorgan chase bank n.a.,4000,4100,2015-01-14,02:00:00
2002,Saturn,VUE,Base,SUV,Automatic,5gzcz63b82s831609,MN,34,108161,Orange,Tan,rudy luther toyota,1775,2500,2015-01-14,02:30:00
2012,Toyota,RAV4,Base,SUV,Automatic,2t3bf4dv2cw197421,NJ,34,33582,Brown,Beige,toyota financial services,15800,15400,2015-01-14,01:30:00
2010,Volvo,S40,2.4i,Sedan,Automatic,yv1390ms9a2509194,CA,33,88476,Black,Black,high bid trading co inc,8575,8500,2015-01-14,04:15:00
2013,Audi,S5,Premium Plus quattro,Coupe,Automatic,waucgafr7da001566,CA,46,25024,Black,Black,elad motors,39800,40000,2015-01-15,04:30:00
2014,Bmw,M6,Base,Convertible,Automatic,wbslz9c50edz78442,CA,48,6881,White,Black,high bid trading co inc,101000,92000,2015-01-15,04:00:00
2014,Chevrolet,Equinox,LT,SUV,Automatic,2gnflfek8e6275264,IL,49,27513,Blue,Black,ec sales llc,20400,21200,2015-01-15,02:00:00
2010,Chevrolet,HHR,LS,Wagon,Automatic,3gnbaadb2as508284,OH,28,117290,Black,Black,united auto credit/newport beach,4675,3800,2015-01-15,01:00:00
2012,Chevrolet,Malibu,LS,Sedan,Automatic,1g1zb5e00cf181408,MI,36,39154,Black,Gray,gm financial leasing,10200,9100,2015-01-15,01:30:00
2012,Chevrolet,Malibu,LS,Sedan,Automatic,1g1zb5e05cf313188,IN,46,13915,Black,Gray,santander consumer,11750,12300,2015-01-15,02:10:00
2007,Chevrolet,Silverado 1500,Work Truck,Extended Cab,Automatic,1gcec19c77z538958,FL,21,132210,Blue,Gray,nicholas financial inc/clearwater,8950,9200,2015-01-15,07:01:00
2013,Chevrolet,Silverado 1500,LT,Extended Cab,Automatic,1gcrkse71dz256507,CA,42,26136,Silver,Black,aaero sweet company,25200,26000,2015-01-15,03:30:00
2008,Dodge,Charger,Base,Sedan,Automatic,2b3ka43r98h274720,FL,21,116195,Black,—,courtesy kia of brandon,5925,4300,2015-01-15,08:20:00
2011,Dodge,Durango,Citadel,SUV,Automatic,1d4se5gt4bc725239,FL,4,55057,Gray,Black,gatorland toyota,24200,24600,2015-01-15,01:40:00
2013,Ford,Fiesta,SE,Sedan,Automatic,3fadp4bj3dm164653,FL,35,28384,Silver,Silver,ford motor credit company llc pd,9675,7200,2015-01-15,01:00:00
2013,Ford,Fiesta,SE,Hatchback,Automatic,3fadp4ej3dm132135,MI,37,24117,Black,Black,ford motor credit company llc,9825,9100,2015-01-15,01:00:00
2012,Honda,Accord,SE,Sedan,Automatic,1hgcp2f60ca076057,GA,38,42335,White,Beige,ahfc/honda lease trust/hvt  inc. eot,13100,14200,2015-01-15,02:00:00
2013,Hyundai,Sonata,GLS,Sedan,Automatic,5npeb4ac8dh740565,FL,38,35155,Red,Beige,avis corporation,12450,12500,2015-01-15,02:30:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,Automatic,jn1cv6ap6dm715136,CA,37,23216,White,Black,nissan infiniti lt,22100,22500,2015-01-15,04:30:00
2012,Mercedes-Benz,E-Class,E350 Luxury,Sedan,Automatic,wddhf5kb1ca608269,CA,35,40317,White,Off-White,mercedes-benz financial services,27300,32000,2015-01-15,04:30:00
2014,Ram,1500,SLT,Quad Cab,Automatic,1c6rr7gt6es367204,VA,4,15987,Silver,Gray,enterprise vehicle exchange/non program,26700,26400,2015-01-15,00:45:00
2014,Subaru,Impreza,2.0i Premium PZEV,Sedan,Automatic,jf1gjac60eh020362,CA,42,11970,White,Gray,subaru of america,17300,17100,2015-01-15,05:00:00
2014,Subaru,Outback,2.5i Limited PZEV,Wagon,Automatic,4s4brblc8e3325724,CA,49,10749,Silver,Black,subaru of america,25800,25600,2015-01-15,05:00:00
2004,Toyota,Sienna,XLE 7-Passenger,Minivan,Automatic,5tdza22c14s127964,VA,27,143485,Gray,Gray,bavarian auto sales llc,4825,3600,2015-01-15,01:35:00
2013,Honda,Civic,EX,Sedan,Automatic,2hgfb2f84dh547644,PA,41,21448,Black,Black,ahfc/honda lease trust/hvt  inc.,14350,14500,2015-01-16,01:00:00
2009,Honda,Fit,Sport,Hatchback,Automatic,jhmge88449s011282,PA,2,110908,Blue,Black,faulkner subaru,6300,5500,2015-01-19,04:00:00
2014,Jeep,Patriot,Sport,SUV,Automatic,1c4njpbb8ed881265,FL,4,10714,Blue,Black,pv holding inc/gdp,13800,14400,2015-01-19,04:30:00
2010,Chevrolet,Impala,LT,Sedan,Automatic,2g1wb5ek5a1254460,TX,28,81302,Beige,Beige,regional acceptance corporation / greensboro,6825,7100,2015-01-20,02:30:00
2013,Chevrolet,Impala,LTZ,Sedan,Automatic,2g1wc5e37d1229103,MD,42,41427,Red,Gray,enterprise veh exchange/rental,12600,12400,2015-01-20,01:30:00
2011,Chevrolet,Impala,LS Fleet,Sedan,Automatic,2g1wf5ekxb1275343,OH,46,91813,Silver,Black,ge fleet services for itself/servicer,6825,7000,2015-01-20,01:30:00
2014,Dodge,Avenger,SE,Sedan,Automatic,1c3cdzabxen109019,TX,37,34247,Black,Black,exeter finance corp,11000,10900,2015-01-20,02:30:00
2009,Ford,Econoline Cargo,E-350 Super Duty,Van,Automatic,1ftss34l29da47528,FL,23,230274,White,Gray,westfall auto sales,6075,6100,2015-01-20,08:00:00
2012,Ford,Edge,Limited,SUV,Automatic,2fmdk3kc4cba63069,MO,42,34979,White,Gray,ford motor credit company llc,20600,22800,2015-01-20,03:00:00
2012,Ford,Escape,XLT,SUV,Automatic,1fmcu0d72ckb44548,NC,37,89495,Gray,Gray,wheels exchange llc,8875,9200,2015-01-20,01:15:00
2014,Ford,Escape,Titanium,SUV,Automatic,1fmcu9j93euc24216,GA,41,34374,Blue,Gray,avis budget group,21600,20200,2015-01-20,01:30:00
2012,Ford,F-250 Super Duty,XLT,Crew Cab,Automatic,1ft7w2bt7ceb92198,FL,36,100956,Silver,Gray,tdaf remarketing,26000,28600,2015-01-20,01:00:00
2013,Ford,Flex,SE,Wagon,Automatic,2fmgk5b85dbd20827,NC,29,68883,White,Beige,wheels exchange llc,14550,14000,2015-01-20,01:15:00
2012,Ford,Fusion,SE,Sedan,Automatic,3fahp0ha6cr161037,MD,25,48454,Red,Gray,ford motor credit company llc pd,10550,9300,2015-01-20,01:30:00
2010,Gmc,Yukon,Denali,SUV,Automatic,1gkukeef4ar178288,MA,26,220140,Black,Black,imperial ford corporation,18450,13400,2015-01-20,02:00:00
2004,Honda,Odyssey,EX-L,Minivan,Automatic,5fnrl18914b051599,MD,25,145085,Gray,Gray,autonation buick gmc laurel,2825,2100,2015-01-20,01:30:00
2012,Infiniti,G Sedan,G37x,G Sedan,Automatic,jn1cv6ar2cm674696,IL,42,18766,Black,Gray,nissan infiniti lt,22100,21800,2015-01-20,02:00:00
2011,Kia,Sorento,Base,SUV,Manual,5xykt3a17bg010188,NC,42,42007,Black,Gray,lenders assistance corporation,12100,11400,2015-01-20,01:15:00
2010,Lexus,HS 250h,Base,Sedan,Automatic,jthbb1ba1a2036590,FL,21,32973,Red,Black,lexus financial services,18350,16000,2015-01-20,01:30:00
2013,Lexus,IS 250,Base,Sedan,Automatic,jthbf5c20d5191573,FL,44,23819,White,Tan,woodall auto wholesale inc,23700,24800,2015-01-20,01:30:00
2011,Mazda,Mazda6,i Grand Touring,Sedan,Automatic,1yvhz8ch2b5m09447,FL,42,36210,Black,Black,jpmorgan chase bank n.a.,10550,10600,2015-01-20,01:30:00
2005,Nissan,Frontier,LE,Crew Cab,Automatic,1n6ad07u35c450679,SC,34,129366,Gray,Gray,hendrick toyota scion north charleston,7125,8300,2015-01-20,02:00:00
2011,Nissan,Maxima,3.5 SV,Sedan,Automatic,1n4aa5ap4bc861599,IL,36,47131,Silver,Black,nissan-infiniti lt,15900,14400,2015-01-20,02:00:00
2013,Nissan,Maxima,3.5 S,Sedan,Automatic,1n4aa5ap4dc806024,GA,25,58862,Red,Black,the hertz corporation,13950,13500,2015-01-20,01:30:00
2012,Nissan,Rogue,SV,SUV,Automatic,jn8as5mv5cw704735,IL,48,25615,Gray,Black,nissan-infiniti lt,16550,17800,2015-01-20,02:00:00
2006,Toyota,Matrix,Base,Wagon,Automatic,2t1kr32ex6c561233,TX,34,117249,White,Gray,kjc auto title loan corp,4425,3000,2015-01-20,02:30:00
2008,Volvo,XC90,V8,SUV,Automatic,yv4cz852981468324,MD,35,98377,Gray,Gray,autonation chevrolet security blvd,12450,11400,2015-01-20,01:30:00
2009,Buick,Lucerne,CX,Sedan,Automatic,1g4hp57189u141488,VA,2,96409,Silver,Gray,fiserv/dealer funding llc,6875,5700,2015-01-21,01:30:00
2006,Chevrolet,Cobalt,LS,Coupe,Automatic,1g1ak15f567649450,AZ,1,120475,Gray,Gray,tio rico te ayuda-anfs inc,2725,600,2015-01-21,03:00:00
2012,Chevrolet,Cruze,2LT,Sedan,Automatic,1g1pg5sc1c7338509,CA,35,48456,Silver,Black,repo remarketing/visterra credit union,9950,11100,2015-01-21,04:30:00
2005,Chevrolet,Monte Carlo,SS,Coupe,Automatic,2g1wz121359232884,CA,37,85951,Black,Black,executive enterprises auto wholesale inc,5100,7500,2015-01-21,04:30:00
2008,Chrysler,300,LX,Sedan,Automatic,2c3ka43r48h176875,IN,21,151016,Black,Gray,blackhawk finance,4575,4200,2015-01-21,05:15:00
2012,Dodge,Grand Caravan,American Value Package,Minivan,Automatic,2c4rdgbg8cr195063,FL,21,85356,Silver,Gray,northwestern chrys/j/d/ge,8500,8200,2015-01-21,01:00:00
2012,Fiat,500,Sport,Hatchback,Automatic,3c3cffbr5ct110211,TX,36,18546,Silver,Brown,music city autoplex llc,8800,9000,2015-01-21,02:20:00
2013,Ford,E-Series Van,E-150,E-Series Van,Automatic,1ftne1ew9dda14195,WA,34,37937,White,Gray,ford motor credit company llc,15900,17000,2015-01-21,04:00:00
2010,Ford,F-150,XLT,SuperCrew,Automatic,1ftew1c89afa83566,TX,25,80059,Gray,Gray,td auto finance,15850,13500,2015-01-21,02:00:00
2013,Ford,Fusion,SE,Sedan,Automatic,3fa6p0hr6dr143958,NJ,36,30145,—,Black,wheels exchange llc,14600,12900,2015-01-21,01:30:00
2014,Ford,Taurus,Limited,Sedan,Automatic,1fahp2f84eg179980,FL,5,17335,—,Black,avis budget group,20700,22700,2015-01-21,02:00:00
2012,Gmc,Acadia,Denali,SUV,Automatic,1gkkvted5cj204349,NJ,42,36842,Black,Tan,fiserv/usb dealer services northstar exchange,30000,28100,2015-01-21,01:30:00
2013,Hyundai,Elantra GT,Base,Hatchback,Automatic,kmhd35le4du105616,FL,41,46494,Gray,Black,regional acceptance corporation / greenville,12250,13000,2015-01-21,01:00:00
2015,Kia,Sorento,LX,SUV,Automatic,5xyktca67fg572254,WI,42,17549,Silver,Gray,kia motors america  inc,20500,20800,2015-01-21,02:00:00
2011,Lincoln,MKS,Base,Sedan,Automatic,1lnhl9dr9bg600562,TX,32,35386,Blue,Black,ford motor credit company llc,17500,14100,2015-01-21,02:30:00
2013,Nissan,Armada,SV,SUV,Automatic,5n1aa0nc3dn608233,CA,36,65590,Silver,Black,the hertz corporation,19350,21000,2015-01-21,04:30:00
2010,Nissan,Cube,1.8 S,Wagon,Automatic,jn8az2kr5at158212,TX,19,69096,Black,Gray,wells fargo dealer services,7375,6100,2015-01-21,02:00:00
2011,Nissan,Maxima,3.5 SV,Sedan,Automatic,1n4aa5ap0bc866251,WA,33,39304,Blue,Black,nissan-infiniti lt,16450,15200,2015-01-21,06:40:00
2011,Nissan,Maxima,3.5 SV,Sedan,Automatic,1n4aa5ap9bc848184,TX,36,47378,—,Black,nissan-infiniti lt,15850,15000,2015-01-21,02:30:00
2015,Subaru,Forester,2.5i Premium PZEV,SUV,Automatic,jf2sjadc9fh437619,WA,46,25061,Green,Gray,dollar rac/seattle,23700,22200,2015-01-21,05:10:00
2012,Toyota,Camry,SE,Sedan,Automatic,4t1bf1fk6cu181054,MN,46,22749,Black,Black,toyota financial services,15300,16100,2015-01-21,02:30:00
2010,Toyota,Camry,LE,Sedan,Automatic,4t1bf3ek7au508006,FL,22,82818,White,Tan,bb&t asset disposal,8900,8800,2015-01-21,01:00:00
2007,Toyota,Camry Solara,SE V6,Convertible,Automatic,4t1fa38p57u129201,FL,21,67953,White,Gray,dick devoe buick cadillac inc,9125,8300,2015-01-21,07:25:00
2007,Toyota,Corolla,LE,Sedan,Automatic,1nxbr32e67z852392,TX,35,70505,Blue,Beige,wells fargo dealer services,5325,7100,2015-01-21,02:00:00
2012,Volkswagen,CC,Sport,Sedan,Automatic,wvwmn7anxce547225,TX,36,33756,Black,Gray,music city autoplex llc,13400,15750,2015-01-21,02:20:00
2012,Bmw,5 Series,528i xDrive,Sedan,Automatic,wbaxh5c50cdw02905,NV,38,30349,Black,—,financial services remarketing (lease),30900,28300,2015-01-22,06:30:00
2011,Cadillac,CTS Coupe,Performance,CTS Coupe,Automatic,1g6dk1ed1b0132350,CA,43,89816,White,Black,arrowhead auto group inc,16200,18800,2015-01-22,04:00:00
2005,Chevrolet,Avalanche,1500 LS,Crew Cab,Automatic,3gnek12z65g124673,AZ,32,123545,Brown,Gray,wells fargo dealer services,9125,7900,2015-01-22,03:00:00
2012,Chevrolet,Camaro,LT,Coupe,Automatic,2g1fb1e35c9128881,FL,43,40656,Black,Black,hyundai of new port richey,16450,17700,2015-01-22,01:45:00
2014,Dodge,Avenger,SE,Sedan,Automatic,1c3cdzab5en200991,AZ,37,27601,Red,Black,onesource/southwest remarketing,11300,10900,2015-01-22,03:00:00
2008,Dodge,Charger,Base,Sedan,Automatic,2b3ka43r78h167312,GA,21,128065,Silver,Black,santander consumer,5375,3100,2015-01-22,04:30:00
2013,Ford,Focus,SE,Sedan,Automatic,1fadp3f26dl233320,MI,42,22680,White,Gray,ford motor credit company llc,11450,10800,2015-01-22,01:00:00
2012,Honda,Civic,LX,Sedan,Automatic,19xfb2f59ce047591,IL,43,37001,White,Gray,ahfc/honda lease trust/hvt  inc. eot,10950,11500,2015-01-22,02:00:00
2014,Hyundai,Tucson,Limited,SUV,Automatic,km8ju3agxeu820104,TX,45,13570,Black,Gray,donlen corporation,21100,20600,2015-01-22,03:00:00
2011,Jaguar,XK,XKR,Coupe,Automatic,sajwa4dc1bmb39959,GA,47,15039,Black,Black,mercedes benz of buckhead,46100,46800,2015-01-22,02:00:00
2012,Kia,Soul,+,Wagon,Automatic,kndjt2a67c7375485,FL,39,8459,Gray,Black,braman motors,13300,12600,2015-01-22,01:30:00
1997,Lexus,LX 450,Base,SUV,Automatic,jt6hj88j4v0165852,AZ,19,157248,White,Tan,earnhardt,4225,8100,2015-01-22,03:00:00
2001,Lincoln,Continental,Base,Sedan,Automatic,1lnhm97vx1y689931,GA,19,128015,Gold,Tan,mercedes benz of south atlanta,1325,1000,2015-01-22,02:00:00
2014,Lincoln,MKS,Base,Sedan,Automatic,1lnhl9dk9eg605591,TN,47,24284,—,Brown,ford motor credit company,24700,24200,2015-01-22,03:00:00
2010,Nissan,Altima,3.5 SR,Sedan,Automatic,1n4bl2ap4an462594,OH,23,35896,Blue,Black,lease plan usa,11950,10300,2015-01-22,02:00:00
2006,Nissan,Maxima,3.5 SE,Sedan,Automatic,1n4ba41e26c811917,CA,19,152123,Gray,Black,coast acceptance corp,3475,2000,2015-01-22,04:00:00
2012,Toyota,Camry,LE,Sedan,Automatic,4t1bf1fk4cu195342,GA,39,27186,White,Gray,toyota financial services,13550,14400,2015-01-22,02:00:00
2006,Volkswagen,Golf,GLS,Hatchback,Manual,9bwgl61jx64010803,VA,19,123242,Blue,Gray,rosner motors inc,3075,2300,2015-01-22,01:35:00
2003,Volkswagen,New Beetle,GL 1.8T,Hatchback,Manual,3vwcd21c33m417939,VA,23,61148,Orange,Black,don beyer volvo winchester,4450,5200,2015-01-22,01:35:00
2005,Dodge,Ram Pickup 1500,ST,Regular Cab,Automatic,1d7ha16k05j646404,NV,26,129904,Silver,Gray,wells fargo dealer services,3700,2400,2015-01-23,04:00:00
2003,Hummer,H2,Base,SUV,Automatic,5grgn23u83h115217,PA,42,67395,Gray,Gray,sun motor cars inc,15300,15750,2015-01-23,01:30:00
2003,Lexus,ES 300,Base,Sedan,Automatic,jthbf30g335037698,FL,2,189864,Silver,Black,enterprise vehicle exchange / rental / tulsa,3675,3050,2015-01-23,01:25:00
2001,Volvo,S80,T6,Sedan,Automatic,yv1ts90dx11213705,NC,38,177754,Silver,Gray,boykin motors of johnston co inc,850,2700,2015-01-26,01:30:00
2012,Bmw,5 Series,528i xDrive,Sedan,Automatic,wbaxh5c56cdw09681,OH,41,44156,Black,Black,financial services remarketing (lease),28100,27500,2015-01-27,01:30:00
2006,Bmw,X3,3.0i,SUV,Automatic,wbxpa934x6wd30187,CA,34,111390,Gray,Black,walters auto sales/service inc,7825,7500,2015-01-27,04:30:00
2011,Buick,Enclave,CXL1,SUV,Automatic,5gakrbed9bj261017,CA,26,51273,Blue,Gray,fiserv/usb dealer services northstar exchange,19800,19000,2015-01-27,04:30:00
2013,Chrysler,200,Touring,Sedan,Automatic,1c3ccbbb8dn672268,FL,42,37035,Silver,Tan,enterprise veh exchange/rental,10900,11200,2015-01-27,01:30:00
2006,Dodge,Ram Pickup 1500,SLT,Quad Cab,Automatic,1d7ha18246s660086,TX,2,198600,Gray,Gray,worldwide investments,3825,1100,2015-01-27,03:00:00
2009,Ford,Econoline Cargo,E-250,Van,Automatic,1ftns24l79da80161,IL,34,54439,White,Gray,lease plan usa,14100,13200,2015-01-27,02:00:00
2013,Honda,Odyssey,EX-L,Minivan,Automatic,5fnrl5h63db041797,FL,34,25396,Black,Gray,autonation honda hollywood,25900,24600,2015-01-27,01:15:00
2013,Hyundai,Sonata Hybrid,Base,Sedan,Automatic,kmhec4a45da075648,CA,3,40795,Silver,Gray,enterprise vehicle exchange / tra / rental / tulsa,13350,12100,2015-01-27,04:00:00
2007,Kia,Spectra,EX,Sedan,Automatic,knafe122275446340,MD,2,144318,Silver,Gray,jim coleman honda,1750,1800,2015-01-27,01:30:00
2013,Lexus,RX 350,Base,SUV,Automatic,2t2zk1ba0dc110664,FL,46,19361,Gray,Gray,lexus financial services,32800,36100,2015-01-27,01:30:00
2012,Lexus,RX 350,Base,SUV,Automatic,jtjbk1ba7c2447039,OH,46,42379,—,Black,lexus financial services,27600,27800,2015-01-27,01:30:00
2012,Nissan,Altima,2.5 S,Sedan,Automatic,1n4al2apxcc205353,CA,35,64984,Blue,Black,nissan motor acceptance corporation,10150,10750,2015-01-27,04:30:00
2000,Pontiac,Grand Am,GT,Coupe,Automatic,1g2nw12e3ym718539,GA,19,155248,Red,Gray,rivertown subaru & volvo of columbus,1000,700,2015-01-27,04:30:00
2011,Toyota,Corolla,LE,Sedan,Automatic,2t1bu4eexbc696786,FL,35,33115,Gray,Gray,world omni financial corporation,10400,10600,2015-01-27,01:30:00
2002,Toyota,Highlander,Limited,SUV,Automatic,jtegf21a220038585,TN,2,261618,White,Gray,regions automotive group,5900,7500,2015-01-27,02:30:00
2014,Toyota,Tacoma,V6,Double Cab,Automatic,5tflu4en1ex098354,FL,5,3,White,Gray,toyota motor sales usa inc,29800,24500,2015-01-27,01:30:00
2004,Bmw,5 Series,525i,Sedan,Automatic,wbana53584b174414,NJ,26,191862,Silver,Black,sharlene realty llc,4025,3400,2015-01-28,02:00:00
2008,Bmw,5 Series,535xi,Sedan,Automatic,wbanv93538cz68216,NY,27,86312,Gray,Black,par north america,11400,7700,2015-01-28,02:10:00
2010,Chevrolet,Cobalt,LT,Sedan,Automatic,1g1af5f54a7165604,FL,34,42998,Blue,Black,fidelity bank,6725,6300,2015-01-28,07:10:00
2007,Chevrolet,Cobalt,LS,Sedan,Automatic,1g1ak55fx77136476,TX,22,132876,Gold,Brown,santander consumer,2425,2500,2015-01-28,02:00:00
2002,Chevrolet,Impala,Base,Sedan,Automatic,2g1wf55e929323104,IN,2,225592,Green,Gray,select remarketing group llc/loan max title,850,800,2015-01-28,05:15:00
2013,Chevrolet,Impala,LT Fleet,Sedan,Automatic,2g1wg5e32d1170448,WI,42,74811,Gray,Gray,wheels exchange llc,8575,8900,2015-01-28,02:00:00
2003,Chevrolet,Malibu,Base,Sedan,Automatic,1g1nd52j33m574420,CA,19,113812,Gold,Tan,aaero sweet company,1375,2200,2015-01-28,03:30:00
2012,Chevrolet,Silverado 1500,LT,Extended Cab,Automatic,1gcrkse70cz303122,WI,22,32646,Red,Black,msd global corporation,23800,22500,2015-01-28,02:00:00
2009,Dodge,Charger,SXT,Sedan,Automatic,2b3ka33v59h521191,IN,26,99300,White,Gray,ge fleet services for itself/servicer,8025,6400,2015-01-28,05:25:00
2008,Ford,Escape,XLT,SUV,Automatic,1fmcu03z38kd14331,MO,44,85010,Blue,Tan,santander consumer,7525,9600,2015-01-28,02:30:00
2011,Ford,Escape,XLS,SUV,Automatic,1fmcu0c70bka83460,WI,27,42784,—,Beige,ari,10350,10300,2015-01-28,02:00:00
2013,Ford,Escape,SE,SUV,Automatic,1fmcu9g98dud88521,MO,39,29392,Black,Black,ford-lincoln dealer program,17250,20000,2015-01-28,02:00:00
2014,Ford,Fusion,SE,Sedan,Automatic,3fa6p0h94er259824,MN,46,14561,Silver,Tan,avis budget group,17950,17000,2015-01-28,02:00:00
2012,Ford,Fusion,SE,Sedan,Automatic,3fahp0ha7cr322687,VA,29,76411,Silver,Gray,wheels exchange llc,8825,7700,2015-01-28,01:30:00
2011,Ford,Ranger,XL,Regular Cab,Automatic,1ftkr1ad0bpb01023,LA,39,67284,White,Gray,lease plan usa,9350,9100,2015-01-28,03:00:00
2007,Hyundai,Elantra,SE,Sedan,Automatic,kmhdu46d07u111220,NJ,25,70548,Gray,Gray,all american ford/subaru,4025,3850,2015-01-28,02:00:00
2013,Infiniti,G Sedan,G37x,G Sedan,Automatic,jn1cv6ar6dm352435,TN,42,29990,Red,Black,nissan infiniti lt,21700,21600,2015-01-28,02:30:00
2014,Kia,Cadenza,Premium,Sedan,Automatic,knaln4d77e5140597,TX,44,12503,White,Black,kia motors america  inc,20300,21000,2015-01-28,02:30:00
2008,Mazda,Mazda5,Touring,Minivan,Automatic,jm1cr293080301729,TX,3,96752,Gray,Black,wells fargo dealer services,4900,5400,2015-01-28,02:00:00
2013,Mercedes-Benz,C-Class,C300 Sport 4MATIC,Sedan,Automatic,wddgf8abxdr250607,WI,42,25419,Black,Black,mercedes-benz financial services,24500,23750,2015-01-28,02:00:00
2013,Nissan,Altima,2.5,Sedan,Automatic,1n4al3ap4dc157047,NJ,24,23961,—,Black,nissan-infiniti lt,14100,12200,2015-01-28,02:00:00
2007,Nissan,Murano,SL,SUV,Automatic,jn8az08w97w618819,MN,37,84614,Blue,Tan,wells fargo dealer services,9225,11000,2015-01-28,02:30:00
2013,Ram,1500,Tradesman,Crew Cab,Automatic,1c6rr7kt2ds539329,TN,41,19075,White,Gray,wholesale inc # 2,25200,27500,2015-01-28,02:30:00
2014,Toyota,Camry,SE,Sedan,Automatic,4t1bf1fk1eu432002,MO,44,23697,White,Black,budget rent a car/wichita,16050,16400,2015-01-28,02:30:00
2012,Toyota,Highlander,Base,SUV,Automatic,5tdbk3eh9cs117418,NJ,39,36413,Gray,Gray,a & n auto sales inc,22800,24400,2015-01-28,01:30:00
2013,Acura,ILX,Base,Sedan,Automatic,19vde1f32de014062,VA,27,29097,White,Gray,pohanka acura,17150,16800,2015-01-29,01:50:00
2012,Bmw,3 Series,328i,Convertible,Automatic,wbadw7c59ce729358,CA,42,29659,Black,—,financial services remarketing (lease),27900,27250,2015-01-29,04:30:00
2011,Bmw,3 Series,328i,Sedan,Automatic,wbaph5c53bf093556,CA,49,15803,White,Gray,financial services remarketing (lease),20900,22500,2015-01-29,04:30:00
2012,Bmw,X5,xDrive35d,SUV,Automatic,5uxzw0c58c0b88477,GA,48,99865,White,Tan,financial services remarketing (lease),28100,26500,2015-01-29,02:00:00
2011,Chevrolet,Cruze,LTZ,Sedan,Automatic,1g1ph5s91b7264198,VA,45,26872,White,Gray,blue knob auto sales inc,11600,9300,2015-01-29,01:05:00
2006,Chevrolet,Malibu,LT,Sedan,Automatic,1g1zt51f76f208566,OH,33,132050,White,Gray,car now acceptance co/columbus,2650,900,2015-01-29,01:00:00
2014,Chevrolet,Silverado 1500,LT,Crew Cab,Automatic,3gcukrec3eg422477,VA,3,10141,White,Black,enterprise veh exchange/rental,30500,26800,2015-01-29,01:20:00
2014,Ford,E-Series Van,E-250,E-Series Van,Automatic,1ftns2ewxeda66533,TX,35,14209,—,Green,ars/enterprise,22800,21500,2015-01-29,02:30:00
2013,Ford,Edge,SEL,SUV,Automatic,2fmdk3jc2dbb17715,CA,19,19785,Silver,Beige,ford motor credit company llc pd,23300,18000,2015-01-29,04:00:00
2013,Ford,Explorer,XLT,SUV,Automatic,1fm5k8d89dgb40555,AZ,32,54098,Gray,Black,the hertz corporation,23300,22800,2015-01-29,03:30:00
2014,Ford,Mustang,GT,Coupe,Manual,1zvbp8cf5e5298488,VA,35,1475,Black,Black,suntrust bank public,25700,23500,2015-01-29,01:20:00
2012,Infiniti,G Sedan,G37 Journey,G Sedan,Automatic,jn1cv6ap3cm621892,CA,44,40477,Gray,Black,nissan infiniti lt,19950,21000,2015-01-29,04:30:00
2009,Kia,Sportage,LX,SUV,Automatic,kndjf724x97590272,FL,27,146406,Gray,Black,santander consumer,5025,5700,2015-01-29,01:35:00
2002,Nissan,Altima,2.5 SL,Sedan,Automatic,1n4al11d02c290251,FL,19,150466,White,Beige,courtesy nissan of tampa,2075,1400,2015-01-29,08:20:00
2011,Nissan,Maxima,3.5 SV,Sedan,Automatic,1n4aa5ap5bc847291,IL,46,22081,White,Black,nissan-infiniti lt,17600,19200,2015-01-29,02:00:00
2012,Volkswagen,Passat,S PZEV,Sedan,Automatic,1vwap7a36cc019119,CA,25,11999,White,Black,vw credit,11500,13000,2015-01-29,04:30:00
2013,Chevrolet,Silverado 1500,LT,Extended Cab,Automatic,1gcrkse77dz101640,PA,23,42388,Burgundy,Black,ford-lincoln dealer program,23400,23300,2015-01-30,01:00:00
2001,Mazda,Tribute,LX-V6,SUV,Automatic,4f2cu09191km67744,GA,28,173963,Black,Gray,five star dodge,1850,1100,2015-01-30,03:00:00
2007,Chrysler,PT Cruiser,Base,Convertible,Automatic,3c3jy45x87t611163,FL,25,182863,Blue,Gray,ford motor credit company llc,600,1200,2015-02-02,01:30:00
2014,Dodge,Charger,SE,Sedan,Automatic,2c3cdxbg5eh299884,FL,4,25296,Black,Black,pv holding inc/gdp,15850,17300,2015-02-02,04:30:00
